"X","G_2024","AB_2024","PA_2024","H_2024","X1B_2024","X2B_2024","X3B_2024","HR_2024","R_2024","RBI_2024","BB_2024","IBB_2024","SO_2024","HBP_2024","SF_2024","SH_2024","GDP_2024","SB_2024","CS_2024","AVG_2024","GB_2024","FB_2024","LD_2024","IFFB_2024","Pitches_2024","Balls_2024","Strikes_2024","IFH_2024","BU_2024","BUH_2024","BB_pct_2024","K_pct_2024","BB_K_2024","OBP_2024","SLG_2024","OPS_2024","ISO_2024","BABIP_2024","GB_FB_2024","LD_pct_2024","GB_pct_2024","FB_pct_2024","IFFB_pct_2024","HR_FB_2024","IFH_pct_2024","BUH_pct_2024","TTO_pct_2024","wOBA_2024","wRAA_2024","wRC_2024","WAR_2024","BaseRunning_2024","Spd_2024","wRC_plus_2024","wBsR_2024","WPA_2024","Clutch_2024","O.Swing_pct_2024","Z.Swing_pct_2024","Swing_pct_2024","O.Contact_pct_2024","Z.Contact_pct_2024","Contact_pct_2024","Zone_pct_2024","F.Strike_pct_2024","SwStr_pct_2024","CStr_pct_2024","C.SwStr_pct_2024","BB_pct_plus_2024","K_pct_plus_2024","OBP_plus_2024","SLG_plus_2024","ISO_plus_2024","BABIP_plus_2024","LD_pct_plus_2024","GB_pct_plus_2024","FB_pct_plus_2024","HRFB_pct_plus_2024","xwOBA_2024","xAVG_2024","xSLG_2024","XBR_2024","EV_2024","LA_2024","Barrels_2024","Barrel_pct_2024","maxEV_2024","HardHit_2024","HardHit_pct_2024"
"65","F.Strike_pct_2023","-0.118121253","-0.10662347","-0.12216998","-0.096591365","-0.074447214","-0.091894019","-0.0591244430","-1.416688e-01","-0.128459712","-0.128711920","-0.2405389405","-0.1187769675","-0.106439533","-0.0480872003","-0.100117692"," 0.022712447","-0.0492520672","-0.0100794251"," 0.0340533370"," 0.010672869","-0.072915513","-0.129135115","-0.092574628","-0.085632720","-0.14909877","-0.185958977","-0.12622385"," 0.004233186"," 0.037663928"," 0.001622059","-0.2506792122"," 0.0676887976","-0.181641445","-0.100566230","-0.0764182927","-0.0899387221","-0.118669759"," 0.076800706"," 1.066861e-01"," 0.0417248039"," 0.0893950080","-0.10641167"," 2.313320e-02","-0.091204230"," 0.0852084471","-0.029728149","-0.060346603","-9.438936e-02","-0.133087583","-0.14613368","-0.111915579","-0.0001354033","-0.0366292359","-0.0914001091"," 0.0054981258","-0.118023935"," 0.003783488"," 0.2869320061"," 0.223747757"," 3.139150e-01","-0.1129776319","-0.126016624","-0.170519952","-0.075409247"," 0.215453926"," 0.24906848","-0.206845515"," 0.057867595","-0.249765281"," 0.067720290","-0.097638694","-0.0749594563","-0.118472728"," 0.082287970"," 0.0436506522"," 0.095041518","-0.11161754","-0.090612019","-0.1037498366"," 0.006700921","-0.077320147","-0.0050893286","-0.074256730","-0.0830523480","-0.131122930","-0.104042275","-0.068506559","-0.116585307","-0.064487105"
"66","SwStr_pct_2023","-0.155664381","-0.15315695","-0.16140262","-0.171848906","-0.223453426","-0.138104410","-0.0696803572"," 1.969986e-02","-0.151980646","-0.087567649","-0.1985807822","-0.0287083864"," 0.084991134","-0.0800845981","-0.173052326","-0.067645923","-0.1336695670","-0.0643104126","-0.0197508490","-0.128207484","-0.229019133","-0.187806407","-0.235078090","-0.169274340","-0.16929506","-0.188319906","-0.15666954","-0.122509434","-0.089953673","-0.120272451","-0.1654937520"," 0.5576485461","-0.382082783","-0.182333903"," 0.0425219710","-0.0340991474"," 0.147558077"," 0.102332239","-1.897259e-02","-0.0743342125","-0.0366406322"," 0.07221633","-5.408292e-03"," 0.229588938"," 0.0921698564","-0.153536818"," 0.463039679","-5.759109e-02","-0.053352753","-0.14442359","-0.112400526","-0.0258085081","-0.0032815630","-0.0606419582","-0.0061113169","-0.078751170","-0.048498363"," 0.3174066213"," 0.439537291"," 4.127490e-01","-0.5580088628","-0.569621447","-0.693647904","-0.251315953"," 0.181100678"," 0.74001431","-0.455117171"," 0.329787740","-0.165114029"," 0.557728385","-0.180405336"," 0.0437969701"," 0.147921998"," 0.106647108","-0.0730179881","-0.033299833"," 0.06953806"," 0.230217405","-0.0317206257","-0.157075282"," 0.104603808","-0.0353442397"," 0.201815700"," 0.0312386624"," 0.061231521"," 0.341671715"," 0.189275553","-0.110761426"," 0.265788313"
"67","CStr_pct_2023","-0.069806018","-0.10035763","-0.08867839","-0.112020436","-0.082824951","-0.111343878","-0.0162484864","-1.810735e-01","-0.084111818","-0.141844213"," 0.0119894430","-0.1675439048","-0.133968953","-0.0487439436"," 0.013415334"," 0.105444863","-0.1060923566","-0.0036053870","-0.0195060257","-0.094282589","-0.064612677","-0.097883426","-0.084113606","-0.044452160","-0.05715062","-0.025112535","-0.07537676","-0.057348509"," 0.097814674"," 0.078606786"," 0.1246349760","-0.1373523002"," 0.137629462","-0.016945388","-0.1731350991","-0.1292648524","-0.189805649","-0.104778501"," 1.252093e-01","-0.0142008624"," 0.1113039266","-0.09942275"," 2.291087e-02","-0.201820416","-0.0719180743"," 0.071215002","-0.119320771","-1.104090e-01","-0.100805093","-0.10774153","-0.071714794"," 0.0670777235"," 0.0284729202","-0.1158016906"," 0.0244375162","-0.068016555"," 0.021340316","-0.4123712050","-0.660093234","-5.878181e-01"," 0.2330657449"," 0.304469067"," 0.360209047"," 0.301121930","-0.112031733","-0.50153295"," 0.714014522"," 0.178576674"," 0.123708606","-0.137435185","-0.020908929","-0.1762816095","-0.190727043","-0.112244153","-0.0161670399"," 0.106633149","-0.09377036","-0.203673900","-0.1388205219","-0.104740915","-0.223651500"," 0.0842748878","-0.193474348","-0.0929797678","-0.205246987","-0.281078945","-0.225423966","-0.136482318","-0.229691651"
"68","C.SwStr_pct_2023","-0.238257673","-0.26524514","-0.26288994","-0.297053328","-0.325053988","-0.259507771","-0.0920452108","-1.548015e-01","-0.248158455","-0.233923860","-0.2055106081","-0.1945247930","-0.037525269","-0.1350935438","-0.176187640"," 0.028635203","-0.2495004990","-0.0738833503","-0.0406513934","-0.232188182","-0.313371285","-0.300751491","-0.339030230","-0.228468903","-0.24082617","-0.230428632","-0.24476982","-0.189858662","-0.003198225","-0.054999986","-0.0595737790"," 0.4760988239","-0.283838640","-0.216023912","-0.1222431777","-0.1633161996","-0.023564565"," 0.009686626"," 1.011285e-01","-0.0952525808"," 0.0683310224","-0.01778904"," 1.641960e-02"," 0.054522468"," 0.0308087863","-0.098490010"," 0.390195136","-1.706416e-01","-0.156557318","-0.26289801","-0.192824540"," 0.0371003283"," 0.0240596482","-0.1792330711"," 0.0171055277","-0.152379871","-0.032226738","-0.0543825861","-0.161997780","-1.209425e-01","-0.3832673737","-0.326507224","-0.407825906"," 0.018300819"," 0.088873097"," 0.32093218"," 0.197445078"," 0.534456896","-0.060059797"," 0.476105482","-0.217772546","-0.1239119055","-0.024063433"," 0.007137554","-0.0957260557"," 0.067439411","-0.01521463"," 0.053405317","-0.1699409372","-0.273881419","-0.103470857"," 0.0434285400"," 0.032323865","-0.0563332369","-0.132887931"," 0.099939552","-0.012436922","-0.254031996"," 0.067016097"
"69","BB_pct_plus_2023"," 0.076472670"," 0.08077095"," 0.10766108"," 0.077295237"," 0.032298172"," 0.097451623"," 0.0160383046"," 1.851716e-01"," 0.148792488"," 0.124810200"," 0.3324148949"," 0.1925263734"," 0.156062965"," 0.0543835918"," 0.018119571","-0.072903190","-0.0136084214"," 0.0301436824","-0.0522124474","-0.012341799"," 0.008723243"," 0.092404951"," 0.051123270"," 0.046672348"," 0.14782718"," 0.208736572"," 0.11090173","-0.050091090","-0.027594514"," 0.026006804"," 0.4888007438"," 0.0397672964"," 0.279350592"," 0.227418452"," 0.0789232675"," 0.1365069850"," 0.123460526","-0.012262625","-1.654246e-01","-0.0155096002","-0.1682280401"," 0.16870383"," 8.857993e-03"," 0.112882647","-0.1293374393"," 0.062032333"," 0.251263724"," 1.617920e-01"," 0.252351209"," 0.18241922"," 0.180795333","-0.0016894638","-0.0147206981"," 0.1684152550"," 0.0359873210"," 0.192093963","-0.083013855","-0.4619423755","-0.222945386","-4.347202e-01"," 0.0365210929","-0.034503356"," 0.068447926"," 0.066822401","-0.207749267","-0.20003920"," 0.222976450"," 0.009892387"," 0.488866711"," 0.039771083"," 0.228607909"," 0.0799446079"," 0.124018692","-0.011874788","-0.0156470725","-0.168432077"," 0.16845006"," 0.114908584"," 0.1738865836","-0.029074056"," 0.095125900","-0.0345891119"," 0.077244050"," 0.1975769004"," 0.191694426"," 0.180545518"," 0.025370378"," 0.104541521"," 0.054363015"
"70","K_pct_plus_2023","-0.269557810","-0.28127135","-0.27759969","-0.308535497","-0.365353942","-0.258831007","-0.0491676899","-8.810897e-02","-0.241861676","-0.212802281","-0.1930537761","-0.1399353343"," 0.018134947","-0.1560121287","-0.244260086","-0.070217020","-0.2871152921","-0.0892726705","-0.0512361579","-0.194569432","-0.380162153","-0.312879509","-0.364148128","-0.269366416","-0.25516972","-0.238320592","-0.26275847","-0.253127574","-0.070027697","-0.085316528","-0.0009256892"," 0.6175515284","-0.322677660","-0.160321704","-0.0303150636","-0.0781876426"," 0.085516620"," 0.103234218","-6.972787e-03","-0.0692104887","-0.0602085747"," 0.09218456","-7.356266e-02"," 0.146005404"," 0.0827776778","-0.076173747"," 0.560018141","-8.782024e-02","-0.072969318","-0.24093379","-0.164675352"," 0.0302546814"," 0.0380897060","-0.1002734416"," 0.0102971974","-0.082219831","-0.029264461","-0.0106992252"," 0.098579347"," 3.906261e-02","-0.5498266573","-0.523810834","-0.613049924","-0.037708674"," 0.110262374"," 0.54376862","-0.083026392"," 0.491608365","-0.002301031"," 0.617507806","-0.163983765","-0.0329565346"," 0.084656730"," 0.098537491","-0.0708522980","-0.065263114"," 0.09959819"," 0.143563141","-0.1075287470","-0.277446082","-0.013983255"," 0.0386547606"," 0.113285204"," 0.0752675808","-0.053448699"," 0.262212088"," 0.027564323","-0.249475818"," 0.153813041"
"71","OBP_plus_2023"," 0.243887026"," 0.27720368"," 0.29093068"," 0.291623080"," 0.280198025"," 0.282745754"," 0.0956896533"," 2.514131e-01"," 0.294633849"," 0.270689776"," 0.3643129987"," 0.2533935077"," 0.198532585"," 0.2207662902"," 0.176453965","-0.131471991"," 0.1835945530"," 0.1195059414"," 0.0623193166"," 0.184477977"," 0.267592330"," 0.284129449"," 0.292351567"," 0.203111515"," 0.30220893"," 0.327146776"," 0.28494720"," 0.200568358","-0.094150664","-0.014930918"," 0.2953904860","-0.2066307115"," 0.281890749"," 0.309533505"," 0.1839454068"," 0.2402872381"," 0.145478655"," 0.069433311","-8.424240e-02"," 0.0138430361","-0.0588731505"," 0.04938732","-1.166803e-03"," 0.101518407","-0.0619055690","-0.001281792","-0.036227780"," 2.587206e-01"," 0.263052719"," 0.32660070"," 0.243857130"," 0.0133118946"," 0.0422173845"," 0.2638385782"," 0.0202888441"," 0.220513000","-0.048074215","-0.2494282111","-0.098813515","-2.364562e-01"," 0.1454734399"," 0.188348435"," 0.223033017","-0.025214135","-0.186834017","-0.27503900"," 0.085495451","-0.205567616"," 0.296098419","-0.206570891"," 0.313505286"," 0.1873857838"," 0.146755292"," 0.075592985"," 0.0154840610","-0.052058502"," 0.04338699"," 0.104108164"," 0.2712850157"," 0.193957038"," 0.191547426"," 0.0030315204"," 0.165668574"," 0.0664695138"," 0.257937661"," 0.095377714"," 0.173545909"," 0.291736718"," 0.170896469"
"72","SLG_plus_2023"," 0.285393342"," 0.33135899"," 0.33683641"," 0.328806535"," 0.282497302"," 0.321063699"," 0.1185833482"," 3.914429e-01"," 0.342990907"," 0.363541658"," 0.3450935762"," 0.2898130909"," 0.317097609"," 0.2071658289"," 0.222211568","-0.237879328"," 0.2456103665"," 0.1020350796"," 0.0820819605"," 0.151833804"," 0.271145855"," 0.355812198"," 0.303463584"," 0.291995202"," 0.33943664"," 0.348167433"," 0.33132118"," 0.244203838","-0.218531861","-0.124888548"," 0.1426542641","-0.0174064596"," 0.078965190"," 0.199252528"," 0.2732094164"," 0.2648986422"," 0.297515493"," 0.061593423","-1.684495e-01","-0.0579453198","-0.1221249988"," 0.14581197"," 1.331214e-02"," 0.296630880"," 0.0309373463","-0.099600636"," 0.112110645"," 2.596638e-01"," 0.266720335"," 0.36310757"," 0.253608468","-0.0368736250"," 0.0231750016"," 0.2620263664","-0.0186188921"," 0.217819905","-0.047045127","-0.0083401746"," 0.109674980"," 1.204557e-02","-0.0667235478","-0.043724576","-0.074367797","-0.193714291","-0.139984399"," 0.06067419","-0.154200631","-0.088859634"," 0.143147185","-0.017342954"," 0.202617452"," 0.2764233952"," 0.298635356"," 0.067505162","-0.0562586528","-0.116239119"," 0.14184255"," 0.298695033"," 0.2928610104"," 0.179135195"," 0.310314742","-0.0417260588"," 0.332645089"," 0.1253366512"," 0.390642143"," 0.283375072"," 0.369553236"," 0.371986820"," 0.363099096"
"73","ISO_plus_2023"," 0.248547588"," 0.28870686"," 0.29789570"," 0.271048597"," 0.194529574"," 0.278573360"," 0.0957100313"," 4.369835e-01"," 0.318413949"," 0.358362064"," 0.3440245642"," 0.2880670760"," 0.363532004"," 0.1937992149"," 0.190395243","-0.258857783"," 0.1984057034"," 0.0654483764"," 0.0506305210"," 0.058859099"," 0.178507311"," 0.323286120"," 0.224565256"," 0.286662380"," 0.30937241"," 0.326817247"," 0.29642839"," 0.174072259","-0.243256847","-0.153040908"," 0.1802536081"," 0.1580343591"," 0.008268397"," 0.139374055"," 0.2759329131"," 0.2456907602"," 0.363492625"," 0.021380564","-2.294751e-01","-0.0949475574","-0.1963311989"," 0.23531458"," 3.990045e-02"," 0.390002470"," 0.0296963891","-0.121745047"," 0.298614123"," 2.358441e-01"," 0.279548034"," 0.33846952"," 0.244346048","-0.0660712755","-0.0223433358"," 0.2391315809","-0.0299333406"," 0.220392120","-0.062803604","-0.0101429370"," 0.139847737"," 1.737508e-02","-0.1958109191","-0.222978576","-0.252482855","-0.241620735","-0.142067294"," 0.21752729","-0.189549662"," 0.041638677"," 0.180415212"," 0.158086798"," 0.141663151"," 0.2783554065"," 0.364389089"," 0.025448613","-0.0938804472","-0.193186178"," 0.23415095"," 0.391940982"," 0.2810162661"," 0.086837972"," 0.328698613","-0.0778089874"," 0.373881801"," 0.2167292747"," 0.431442842"," 0.401360655"," 0.408487109"," 0.340900486"," 0.410550611"
"74","BABIP_plus_2023"," 0.055201789"," 0.07422971"," 0.07263872"," 0.088272571"," 0.097046934"," 0.085332742"," 0.0800179631"," 2.529777e-02"," 0.071349897"," 0.046859696"," 0.0566162545"," 0.0468239515"," 0.057000570"," 0.0423516598"," 0.021155974","-0.085687215"," 0.0259143549"," 0.0863745158"," 0.0903722294"," 0.163295533"," 0.093450051"," 0.044932189"," 0.088426358","-0.015130188"," 0.07124907"," 0.070238532"," 0.07120804"," 0.110231992","-0.067164176","-0.027974446"," 0.0037769289","-0.0317834241"," 0.021009191"," 0.145409439"," 0.1083940507"," 0.1285447448"," 0.049315159"," 0.186050913"," 3.241444e-02"," 0.0087228727"," 0.0545175358","-0.05654391","-1.027847e-01"," 0.020205515"," 0.0785535810","-0.021866173","-0.021112593"," 1.325658e-01"," 0.055396295"," 0.07746141"," 0.041946927"," 0.0771244676"," 0.1531074214"," 0.1227659467"," 0.0295717971"," 0.054849650"," 0.003006683","-0.0515047806"," 0.016032757","-2.271955e-02","-0.0701138675"," 0.073940409"," 0.008894971"," 0.027611255","-0.004298661","-0.02053093","-0.011298670","-0.032880734"," 0.003858417","-0.031751439"," 0.146771402"," 0.1098038935"," 0.049783980"," 0.189199348"," 0.0095600454"," 0.059536604","-0.06031711"," 0.019937373"," 0.0974676849"," 0.112860656"," 0.087276982"," 0.0955920127"," 0.113436937","-0.0979827994"," 0.051782060"," 0.030356954"," 0.086048721"," 0.083033395"," 0.140213181"
"75","LD_pct_plus_2023"," 0.025646452"," 0.03710660"," 0.03494540"," 0.040831522"," 0.063547242"," 0.023528352"," 0.0248587847","-3.135655e-02"," 0.010749069"," 0.005806901"," 0.0182326543","-0.0006436396","-0.013475242"," 0.0043055253"," 0.018547539","-0.047174736"," 0.0507808835","-0.0341574051","-0.0002100834"," 0.035051187"," 0.048072628"," 0.034653104"," 0.091584357","-0.044299459"," 0.03583157"," 0.030710536"," 0.03850810","-0.020106935","-0.093376816","-0.098981821"," 0.0320492642","-0.0671535974"," 0.096744725"," 0.039160242"," 0.0029932658"," 0.0159447786","-0.019063386"," 0.008097551","-3.710296e-02"," 0.1384202777","-0.0478825323","-0.02340193","-1.030170e-01","-0.054959474","-0.0854641025","-0.010469462","-0.053155116"," 1.861873e-02","-0.025420067"," 0.01658670","-0.027547321","-0.0276824576","-0.0294567154"," 0.0124624653","-0.0666867616","-0.028600340"," 0.030362498","-0.0245112604"," 0.016676676"," 4.579910e-03"," 0.1099526781"," 0.067783171"," 0.107824245"," 0.047940616","-0.057410151","-0.08733304"," 0.006928588","-0.085232322"," 0.032428280","-0.067112775"," 0.040155982"," 0.0034207484","-0.018979841"," 0.009989347"," 0.1387692146","-0.046815192","-0.02650388","-0.055337463"," 0.0437616078"," 0.074745688"," 0.017005523"," 0.0154240734","-0.034020199"," 0.0402249367","-0.037931258","-0.079286142","-0.082838403"," 0.016064454","-0.035374803"
"76","GB_pct_plus_2023","-0.037815293","-0.04059874","-0.04806526","-0.008438728"," 0.046420661","-0.044156877"," 0.0117683139","-1.544149e-01","-0.052164160","-0.102363230","-0.0999273519","-0.0974837631","-0.109119287","-0.0745699934","-0.062118419"," 0.109826813"," 0.0308880460"," 0.0649648417"," 0.0775490115"," 0.078353934"," 0.108725816","-0.150433265","-0.026165796","-0.189737536","-0.06711430","-0.075901272","-0.06138123"," 0.090924554"," 0.143436503"," 0.127082736","-0.1555046630","-0.1411914667","-0.029941557","-0.020983758","-0.0838999484","-0.0671404324","-0.174682171"," 0.081256402"," 3.940768e-01","-0.0675609972"," 0.4823515495","-0.42773723","-1.772675e-02","-0.062062996","-0.0034695751"," 0.083928345","-0.224619500","-6.561918e-02","-0.049326557","-0.05628840","-0.024516471"," 0.0492745426"," 0.1348774491","-0.0735141950"," 0.0403794894","-0.057519039","-0.017964906"," 0.0593816719","-0.095962616","-1.386205e-03"," 0.0206910993"," 0.148665891"," 0.089096800"," 0.050874950"," 0.100709382","-0.06969250"," 0.060234828","-0.013880560","-0.155760860","-0.141225840","-0.022010453","-0.0845088392","-0.174918435"," 0.079270025","-0.0679275221"," 0.484159871","-0.42946734","-0.061783859","-0.0681568650"," 0.070096379","-0.074731479"," 0.0420151225","-0.041117894","-0.5344284277","-0.107438818","-0.131410630","-0.002248421","-0.029652265","-0.033423388"
"77","FB_pct_plus_2023"," 0.021136007"," 0.01655376"," 0.02502918","-0.016805324","-0.083152544"," 0.027935408","-0.0263698805"," 1.668746e-01"," 0.043395429"," 0.094923965"," 0.0846984159"," 0.0933348638"," 0.112717701"," 0.0690490041"," 0.049851793","-0.076109959","-0.0600522648","-0.0430112339","-0.0752490363","-0.096816309","-0.133337579"," 0.123629504","-0.030341156"," 0.209046067"," 0.04278622"," 0.054226879"," 0.03571728","-0.075527374","-0.080656510","-0.062122385"," 0.1290405534"," 0.1761218287","-0.030397208","-0.004205679"," 0.0790916462"," 0.0548311920"," 0.180011490","-0.083794980","-3.570491e-01","-0.0186682737","-0.4350498854"," 0.42559674"," 7.995523e-02"," 0.093290253"," 0.0557639121","-0.075437129"," 0.247603398"," 5.160829e-02"," 0.061601106"," 0.04357430"," 0.038507031","-0.0319277378","-0.1122598493"," 0.0627528361"," 0.0004020299"," 0.071017490","-0.001773485","-0.0418550923"," 0.082363222","-1.091998e-03","-0.0863637973","-0.183832472","-0.150892002","-0.078784261","-0.063350006"," 0.11997978","-0.062099935"," 0.065063285"," 0.129015976"," 0.176127983","-0.003916977"," 0.0793399879"," 0.180149083","-0.083154330","-0.0185752391","-0.437443706"," 0.42938212"," 0.093160240"," 0.0386145982","-0.112957717"," 0.061491100","-0.0507873890"," 0.059806364"," 0.4897850620"," 0.125570979"," 0.174558951"," 0.052147680"," 0.018472139"," 0.053237305"
"78","HRFB_pct_plus_2023"," 0.149273758"," 0.19357136"," 0.20179609"," 0.179265024"," 0.114006662"," 0.182530767"," 0.0417291576"," 3.443749e-01"," 0.213488604"," 0.252897008"," 0.2621680127"," 0.2261192058"," 0.306908917"," 0.1148806138"," 0.088634697","-0.243777622"," 0.1416864379"," 0.0250119975"," 0.0121454006"," 0.017994287"," 0.111015969"," 0.187661758"," 0.129218948"," 0.151836672"," 0.21377740"," 0.233053375"," 0.20061054"," 0.100312650","-0.243507228","-0.161097386"," 0.1909318675"," 0.2352698255","-0.041110257"," 0.106436505"," 0.2148217613"," 0.1905515803"," 0.301573857"," 0.041515396","-1.120580e-01","-0.0967410510","-0.0764933635"," 0.12153827"," 3.937608e-02"," 0.393347287"," 0.0136617923","-0.114926130"," 0.358424953"," 1.843476e-01"," 0.229832364"," 0.24535103"," 0.177238618","-0.0859468131","-0.0505187659"," 0.1885361247","-0.0311232267"," 0.156323582","-0.091587438","-0.0071361518"," 0.104955425"," 1.174689e-03","-0.2574636780","-0.277212739","-0.320243935","-0.247912049","-0.129044945"," 0.27224566","-0.163109983"," 0.125617568"," 0.190945062"," 0.235335119"," 0.108613556"," 0.2170737366"," 0.302392749"," 0.045681400","-0.0953926160","-0.072392656"," 0.12039018"," 0.395453844"," 0.2382621080"," 0.038041601"," 0.286707997","-0.1081473978"," 0.377833255"," 0.1090438614"," 0.358716174"," 0.392207216"," 0.391068804"," 0.251707965"," 0.415679989"
"79","xwOBA_2023"," 0.319373995"," 0.36759090"," 0.38059691"," 0.380725138"," 0.337795176"," 0.369748497"," 0.1066638664"," 4.254008e-01"," 0.385045138"," 0.408987415"," 0.4444616378"," 0.3562408610"," 0.334612481"," 0.2305051524"," 0.254751567","-0.211681473"," 0.2947318536"," 0.0736412295"," 0.0119230462"," 0.173115218"," 0.324973055"," 0.373092876"," 0.355768541"," 0.247581497"," 0.39037929"," 0.413714313"," 0.37327276"," 0.225476191","-0.219163533","-0.140216012"," 0.2961319093","-0.0869660357"," 0.203457937"," 0.289560504"," 0.2864703872"," 0.3062177379"," 0.302672595"," 0.049635929","-1.210698e-01"," 0.0057900927","-0.0956173146"," 0.08858455","-6.599927e-03"," 0.306381085","-0.0909123487","-0.100119395"," 0.110175003"," 3.101719e-01"," 0.366611950"," 0.43619022"," 0.323915120","-0.0780807018","-0.0670968385"," 0.3184275924","-0.0300158249"," 0.281819225","-0.078085863","-0.1454473297"," 0.040439496","-1.139029e-01"," 0.0558257382"," 0.035917778"," 0.065408831","-0.151531399","-0.245576994","-0.09669181","-0.076868772","-0.178286292"," 0.296353362","-0.086904253"," 0.292042551"," 0.2890598383"," 0.303639357"," 0.054243838"," 0.0065045845","-0.093039006"," 0.08579854"," 0.308046718"," 0.3892735020"," 0.249154907"," 0.359115832","-0.0967059349"," 0.371486362"," 0.0951913242"," 0.441259170"," 0.288167663"," 0.380194389"," 0.430970847"," 0.404076873"
"80","xAVG_2023"," 0.303641997"," 0.35186386"," 0.35046189"," 0.381972226"," 0.391384294"," 0.339153404"," 0.1355143028"," 2.792876e-01"," 0.333364176"," 0.335396148"," 0.2970779454"," 0.2601354295"," 0.186697596"," 0.1596682253"," 0.255110939","-0.117637084"," 0.3256420933"," 0.0966235149"," 0.0535473818"," 0.254028306"," 0.395803039"," 0.347560757"," 0.391574758"," 0.215465898"," 0.33654643"," 0.329689672"," 0.33757080"," 0.286290641","-0.148463286","-0.106726703"," 0.0641613701","-0.3114029851"," 0.186718842"," 0.235464700"," 0.2272839193"," 0.2449675225"," 0.162306545"," 0.062261323","-4.483597e-05"," 0.0481422054"," 0.0447548359","-0.06688246","-2.483234e-02"," 0.154163655","-0.0416672638","-0.083697745","-0.210141259"," 2.430082e-01"," 0.236894273"," 0.36166616"," 0.253898135","-0.0312308428"," 0.0068305184"," 0.2480247344","-0.0190998245"," 0.184175295","-0.033073081"," 0.0252815981"," 0.064204753"," 3.383065e-02"," 0.2293188040"," 0.257023539"," 0.271116529","-0.086575320","-0.174521684","-0.22558040","-0.096142657","-0.333389404"," 0.064675927","-0.311357941"," 0.237899201"," 0.2295792229"," 0.162995637"," 0.066860159"," 0.0491810578"," 0.048391645","-0.07130232"," 0.154902124"," 0.3039882811"," 0.347776003"," 0.270120227","-0.0323882296"," 0.240129012","-0.0790898005"," 0.285333398"," 0.062488307"," 0.274008209"," 0.390022372"," 0.263909493"
"81","xSLG_2023"," 0.323743646"," 0.37521079"," 0.38351596"," 0.383575674"," 0.324794286"," 0.374866680"," 0.1016068234"," 4.794344e-01"," 0.387123618"," 0.439488085"," 0.4144056745"," 0.3851756520"," 0.378128446"," 0.2046384209"," 0.261300692","-0.261602452"," 0.3227687211"," 0.0526331113"," 0.0105055115"," 0.161537342"," 0.309824141"," 0.385617003"," 0.346267506"," 0.260508276"," 0.38753095"," 0.401331889"," 0.37602437"," 0.227997047","-0.278274178","-0.193655507"," 0.1995831627"," 0.0130965747"," 0.085648660"," 0.228997569"," 0.3231021694"," 0.3109157269"," 0.363854920"," 0.062116886","-1.527100e-01","-0.0197809322","-0.1199974005"," 0.12469788","-1.538281e-02"," 0.384850382","-0.0386905110","-0.142189039"," 0.177250446"," 3.021840e-01"," 0.366593653"," 0.43841173"," 0.320246521","-0.1141100966","-0.0840138689"," 0.3102679715","-0.0525697484"," 0.275784502","-0.084948796","-0.0071037780"," 0.150210555"," 2.532694e-02","-0.0605787114","-0.081264681","-0.092128284","-0.235039922","-0.208701422"," 0.08264771","-0.200441350","-0.111504363"," 0.200070817"," 0.013185446"," 0.232431815"," 0.3265301689"," 0.365100481"," 0.068607408","-0.0183299472","-0.115903863"," 0.12057002"," 0.387050052"," 0.3889144307"," 0.237290969"," 0.413603708","-0.1336089899"," 0.451131055"," 0.1100608074"," 0.499132481"," 0.379677568"," 0.468249236"," 0.455528758"," 0.491512247"
"82","XBR_2023"," 0.038351661"," 0.04368366"," 0.04247174"," 0.043729210"," 0.036829198"," 0.025534538"," 0.3937913878","-5.617304e-05"," 0.140661166","-0.018648959"," 0.0168485110","-0.0853713865"," 0.051135550"," 0.0548193258","-0.048766139"," 0.158707089","-0.2143951049"," 0.3980030554"," 0.3546600462"," 0.042565615"," 0.045366468"," 0.022375343"," 0.026571457"," 0.022584622"," 0.04570948"," 0.043914705"," 0.04635351"," 0.163560551"," 0.214294485"," 0.175386273","-0.0168738758"," 0.0087472002","-0.027036224"," 0.032714103"," 0.0367998341"," 0.0377563825"," 0.025344788"," 0.061503040"," 3.287028e-02"," 0.0010291784"," 0.0202473164","-0.01989972","-2.402182e-02","-0.015698823"," 0.0800119765"," 0.130513091","-0.003063702"," 3.877236e-02"," 0.023224179"," 0.04165142"," 0.183523708"," 0.5041284702"," 0.4669776801"," 0.0379521631"," 0.3023327378"," 0.088615936"," 0.109252284","-0.0455334573","-0.011221500","-2.320889e-02","-0.0000321276","-0.037516340","-0.020267233"," 0.081836495"," 0.006760027"," 0.01433964"," 0.014809808"," 0.029797158","-0.017904409"," 0.008699005"," 0.029763151"," 0.0349332844"," 0.024702827"," 0.058162265","-0.0005661058"," 0.015603860","-0.01633755","-0.017832406"," 0.0181952631"," 0.052134415","-0.003191739"," 0.5281069496","-0.035673687","-0.0034642082","-0.010701490","-0.033280700","-0.040722528"," 0.016735790","-0.047500661"
