"X","G_2024","AB_2024","PA_2024","H_2024","X1B_2024","X2B_2024","X3B_2024","HR_2024","R_2024","RBI_2024","BB_2024","IBB_2024","SO_2024","HBP_2024","SF_2024","SH_2024","GDP_2024","SB_2024","CS_2024","AVG_2024","GB_2024","FB_2024","LD_2024","IFFB_2024","Pitches_2024","Balls_2024","Strikes_2024","IFH_2024","BU_2024","BUH_2024","BB_pct_2024","K_pct_2024","BB_K_2024","OBP_2024","SLG_2024","OPS_2024","ISO_2024","BABIP_2024","GB_FB_2024","LD_pct_2024","GB_pct_2024","FB_pct_2024","IFFB_pct_2024","HR_FB_2024","IFH_pct_2024","BUH_pct_2024","TTO_pct_2024","wOBA_2024","wRAA_2024","wRC_2024","WAR_2024","BaseRunning_2024","Spd_2024","wRC_plus_2024","wBsR_2024","WPA_2024","Clutch_2024","O.Swing_pct_2024","Z.Swing_pct_2024","Swing_pct_2024","O.Contact_pct_2024","Z.Contact_pct_2024","Contact_pct_2024","Zone_pct_2024","F.Strike_pct_2024","SwStr_pct_2024","CStr_pct_2024","C.SwStr_pct_2024","BB_pct_plus_2024","K_pct_plus_2024","OBP_plus_2024","SLG_plus_2024","ISO_plus_2024","BABIP_plus_2024","LD_pct_plus_2024","GB_pct_plus_2024","FB_pct_plus_2024","HRFB_pct_plus_2024","xwOBA_2024","xAVG_2024","xSLG_2024","XBR_2024","EV_2024","LA_2024","Barrels_2024","Barrel_pct_2024","maxEV_2024","HardHit_2024","HardHit_pct_2024"
"29","BU_2023"," 0.003332353","-0.02802110","-0.02775042","-0.030885987"," 0.006621191","-0.079097583"," 0.1484366623","-1.259694e-01"," 0.004303378","-0.076391177","-0.0689032947","-0.0996123641","-0.081652052"," 0.0789297327","-0.003886727"," 0.404776333","-0.1485716141"," 0.2112336766"," 0.1706551291","-0.051880288"," 0.002824334","-0.036272316","-0.019638331","-0.003133300","-0.03736125","-0.047429243","-0.03114303"," 0.024900293"," 0.496561439"," 0.414224082","-0.0910156751","-0.1356912407"," 0.021651050","-0.075199175","-0.1253733732","-0.1158307392","-0.148418032","-0.085122466"," 1.840900e-02","-0.0272818132"," 0.0394387930","-0.02407467"," 1.024512e-02","-0.173465643","-0.0046084996"," 0.226623382","-0.188603313","-1.132412e-01","-0.106598601","-0.06352193"," 0.009942654"," 0.2613500536"," 0.2544212441","-0.1178442840"," 0.1856946947","-0.004461928"," 0.124421408","-0.0280692114","-0.091423501","-2.963700e-02"," 0.1111118038"," 0.149231773"," 0.149922522"," 0.193342534"," 0.022647922","-0.13512860"," 0.087359064","-0.056029029","-0.092068785","-0.135725163","-0.078592937","-0.1273850276","-0.148822654","-0.090104941","-0.0287860656"," 0.036215108","-0.02234700","-0.173867043","-0.1475605688","-0.068460010","-0.177968010"," 0.2480942790","-0.221943858"," 0.0036865127","-0.153539814","-0.207140508","-0.182066653","-0.089048592","-0.255412877"
"30","BUH_2023"," 0.072300392"," 0.05960286"," 0.05943495"," 0.058281792"," 0.089790783","-0.003184061"," 0.1894898206","-3.146010e-02"," 0.082428765"," 0.013583978"," 0.0173165803","-0.0494210157"," 0.003666913"," 0.1248053260"," 0.021075761"," 0.230949334","-0.0993344743"," 0.2205759276"," 0.1788123917"," 0.034523432"," 0.081253243"," 0.046072174"," 0.062817381"," 0.053885610"," 0.05094820"," 0.041997300"," 0.05573002"," 0.100604407"," 0.409725177"," 0.413404973","-0.0282712176","-0.1112386841"," 0.032612439"," 0.028063697","-0.0439815495","-0.0214062507","-0.087232446"," 0.011820556"," 1.891289e-02","-0.0088119728"," 0.0283652039","-0.02271156"," 2.507019e-03","-0.104488797"," 0.0309109206"," 0.277546678","-0.128902080","-1.408785e-02","-0.038467875"," 0.03010345"," 0.072842078"," 0.2314992842"," 0.2268273568","-0.0188675349"," 0.1639103208"," 0.061430728"," 0.126195251","-0.0159393918","-0.067051045","-3.085601e-02"," 0.0881711849"," 0.124668401"," 0.120526675"," 0.086322523","-0.025651434","-0.11123867"," 0.041911569","-0.075918633","-0.029102139","-0.111270026"," 0.025761957","-0.0449752596","-0.087330859"," 0.009107865","-0.0102518334"," 0.025934829","-0.02079074","-0.104518261","-0.0597625982","-0.006514459","-0.099069992"," 0.2202664484","-0.153003081","-0.0075412289","-0.058555914","-0.135883102","-0.092313048"," 0.003945468","-0.170847519"
"31","BB_pct_2023"," 0.074779455"," 0.07907450"," 0.10627683"," 0.076305400"," 0.031887465"," 0.097144045"," 0.0160676546"," 1.817196e-01"," 0.148180599"," 0.123949571"," 0.3336644540"," 0.1899640465"," 0.154672529"," 0.0521322913"," 0.018626146","-0.067486835","-0.0139712486"," 0.0316618950","-0.0519995100","-0.007769925"," 0.008933798"," 0.088604333"," 0.049438562"," 0.042354369"," 0.14684608"," 0.208460948"," 0.10951683","-0.051120563","-0.021455407"," 0.033264625"," 0.4893727274"," 0.0376780674"," 0.280441475"," 0.230585941"," 0.0814392663"," 0.1394162931"," 0.124081734","-0.007067613","-1.623953e-01","-0.0124579449","-0.1633225414"," 0.16248360"," 7.139608e-03"," 0.112137776","-0.1292072824"," 0.068790659"," 0.249085682"," 1.644236e-01"," 0.253640220"," 0.18187422"," 0.178561202"," 0.0019216637","-0.0127570221"," 0.1682863821"," 0.0380296248"," 0.195976111","-0.075200338","-0.4654608767","-0.227620360","-4.395456e-01"," 0.0371585106","-0.032555500"," 0.069789303"," 0.066713193","-0.208731686","-0.20264100"," 0.227002786"," 0.011144468"," 0.488631805"," 0.037633739"," 0.229168848"," 0.0806472671"," 0.123999691","-0.010485315","-0.0139446284","-0.167258100"," 0.16656064"," 0.112476808"," 0.1763331324","-0.024388917"," 0.096831363","-0.0306967525"," 0.079354651"," 0.1917826188"," 0.189324725"," 0.179573554"," 0.027300822"," 0.103455828"," 0.058273840"
"32","K_pct_2023","-0.266275860","-0.27859514","-0.27522760","-0.306662004","-0.363908176","-0.257408110","-0.0485783964","-8.486703e-02","-0.240323066","-0.211058350","-0.1936337833","-0.1382573628"," 0.020253193","-0.1524369471","-0.243920550","-0.074383440","-0.2863647955","-0.0895600474","-0.0491489207","-0.198415802","-0.378939716","-0.308580922","-0.361746405","-0.263528522","-0.25316036","-0.237164356","-0.26026811","-0.251595429","-0.073716769","-0.089338694","-0.0019834102"," 0.6194594791","-0.323900350","-0.163539561","-0.0324752383","-0.0808612892"," 0.084929757"," 0.098240425","-5.930458e-03","-0.0714157844","-0.0619847992"," 0.09498657","-6.928394e-02"," 0.147240759"," 0.0814527421","-0.079060386"," 0.561850983","-9.039749e-02","-0.074728623","-0.23982131","-0.162653352"," 0.0271716751"," 0.0386844620","-0.1001107158"," 0.0079229918","-0.084970850","-0.033629211","-0.0065545684"," 0.102664219"," 4.330488e-02","-0.5498022509","-0.526255192","-0.614530504","-0.040796758"," 0.111485740"," 0.54661784","-0.086734986"," 0.490927867","-0.002623718"," 0.619466019","-0.164703747","-0.0333487186"," 0.084696561"," 0.097293719","-0.0717491687","-0.063346671"," 0.09817224"," 0.146494014","-0.1099064115","-0.281320087","-0.015450882"," 0.0358909906"," 0.112462591"," 0.0776807290","-0.050808330"," 0.262491235"," 0.027480037","-0.247347480"," 0.152288562"
"33","BB_K_2023"," 0.160667215"," 0.18366229"," 0.20222169"," 0.208525509"," 0.213101206"," 0.196631540"," 0.0116693282"," 1.539287e-01"," 0.221898411"," 0.182714599"," 0.3328503203"," 0.2208079302"," 0.038315285"," 0.0957060511"," 0.136020998"," 0.001767349"," 0.1277685853"," 0.0667026382","-0.0186087072"," 0.103615090"," 0.196609488"," 0.222235662"," 0.228879657"," 0.158658914"," 0.21952074"," 0.257768096"," 0.19521017"," 0.070049337"," 0.030679956"," 0.086057519"," 0.3643244319","-0.3447578961"," 0.440251146"," 0.262140318"," 0.0606017963"," 0.1357081850"," 0.019371608","-0.055703982","-9.660658e-02"," 0.0317280216","-0.0893641379"," 0.06965522"," 1.639690e-02","-0.038987704","-0.1350934067"," 0.127429402","-0.160110212"," 1.617381e-01"," 0.245623542"," 0.25194713"," 0.224278281","-0.0200512887","-0.0423838664"," 0.1692139470"," 0.0262187435"," 0.210333152","-0.040236102","-0.3565648858","-0.250984569","-3.686140e-01"," 0.3878938898"," 0.309845064"," 0.447846637"," 0.097249518","-0.220934042","-0.50337000"," 0.253828769","-0.279661287"," 0.364532488","-0.344778306"," 0.262278828"," 0.0606909572"," 0.019503972","-0.057267412"," 0.0311652204","-0.090415908"," 0.06950111","-0.038074754"," 0.1769743882"," 0.129404101"," 0.060232822","-0.0549268075","-0.023939240"," 0.0861077913"," 0.135501806","-0.032571838","-0.031060224"," 0.186707083","-0.075085250"
"34","OBP_2023"," 0.240699883"," 0.27457956"," 0.28858156"," 0.289767331"," 0.278935627"," 0.281616322"," 0.0949723001"," 2.473514e-01"," 0.293192267"," 0.268726514"," 0.3645976184"," 0.2507415708"," 0.196206956"," 0.2184346049"," 0.175314959","-0.128290173"," 0.1826561416"," 0.1206682026"," 0.0613960557"," 0.188594118"," 0.266659870"," 0.279696782"," 0.290153637"," 0.197855503"," 0.30025657"," 0.325961017"," 0.28256392"," 0.199179985","-0.090546406","-0.010155017"," 0.2964467499","-0.2087712525"," 0.283449680"," 0.312892627"," 0.1855121354"," 0.2425880903"," 0.145018451"," 0.074580733","-8.291830e-02"," 0.0162225385","-0.0552016779"," 0.04468412","-4.341843e-03"," 0.100043009","-0.0607635814"," 0.004025752","-0.038411672"," 2.609905e-01"," 0.264187867"," 0.32525788"," 0.241376926"," 0.0177904544"," 0.0439742251"," 0.2634797768"," 0.0230076594"," 0.223444245","-0.042254324","-0.2536358132","-0.103278295","-2.411753e-01"," 0.1462195628"," 0.190451718"," 0.224733254","-0.022600385","-0.187813508","-0.27816816"," 0.089493883","-0.204899450"," 0.296421357","-0.208757791"," 0.314360329"," 0.1871878622"," 0.145675967"," 0.077049846"," 0.0165694622","-0.052042914"," 0.04286049"," 0.100989775"," 0.2731032829"," 0.197850696"," 0.192171121"," 0.0076939165"," 0.165871701"," 0.0618196730"," 0.254488638"," 0.093722445"," 0.174115683"," 0.289487704"," 0.172347927"
"35","SLG_2023"," 0.284396329"," 0.33067405"," 0.33626279"," 0.328387387"," 0.282288157"," 0.320947376"," 0.1182773705"," 3.901464e-01"," 0.342697291"," 0.363046184"," 0.3455610681"," 0.2887798704"," 0.316416528"," 0.2065961968"," 0.221945814","-0.237402983"," 0.2456535075"," 0.1023663364"," 0.0818884890"," 0.153657968"," 0.271117411"," 0.354473526"," 0.302940845"," 0.290237418"," 0.33904047"," 0.348096576"," 0.33073830"," 0.243920510","-0.217940862","-0.123749811"," 0.1432982334","-0.0185398448"," 0.079812190"," 0.200949622"," 0.2739827424"," 0.2660483234"," 0.297427182"," 0.063680917","-1.680944e-01","-0.0573680663","-0.1208473988"," 0.14430069"," 1.188905e-02"," 0.296217456"," 0.0314523110","-0.097999042"," 0.111144102"," 2.608564e-01"," 0.267282867"," 0.36289299"," 0.252668405","-0.0354263274"," 0.0237178722"," 0.2622139615","-0.0179890667"," 0.218863163","-0.045076952","-0.0102864915"," 0.107985172"," 1.003986e-02","-0.0664093378","-0.042633275","-0.073475263","-0.192585175","-0.140611088"," 0.05914723","-0.152550731","-0.088832937"," 0.143519367","-0.018493991"," 0.203382681"," 0.2765327352"," 0.298310459"," 0.068216574","-0.0561586710","-0.116312396"," 0.14189928"," 0.297641389"," 0.2937851648"," 0.180749669"," 0.310681390","-0.0399986807"," 0.332770007"," 0.1237128000"," 0.389483953"," 0.282843026"," 0.369870390"," 0.371405827"," 0.363571292"
"36","OPS_2023"," 0.291151634"," 0.33660664"," 0.34569282"," 0.340478410"," 0.303511446"," 0.332193190"," 0.1192063204"," 3.693456e-01"," 0.351975068"," 0.357685077"," 0.3799395146"," 0.2979357154"," 0.297950768"," 0.2273208711"," 0.222680248","-0.216680375"," 0.2423317883"," 0.1171301216"," 0.0809473584"," 0.178537138"," 0.291050527"," 0.355522659"," 0.322380304"," 0.279794122"," 0.35192097"," 0.367737137"," 0.33955189"," 0.247077223","-0.189031195","-0.092361049"," 0.2102636596","-0.0890312016"," 0.160042601"," 0.257538103"," 0.2636441479"," 0.2786713784"," 0.265752710"," 0.072696409","-1.505622e-01","-0.0352242952","-0.1066409693"," 0.11963114"," 6.955321e-03"," 0.248567117"," 0.0004642151","-0.068771391"," 0.065717437"," 2.816296e-01"," 0.287404936"," 0.37808422"," 0.268653885","-0.0189556240"," 0.0329312740"," 0.2835077903","-0.0045534185"," 0.237924258","-0.047640190","-0.0994097804"," 0.039883330","-8.033442e-02"," 0.0054612172"," 0.038554818"," 0.028892314","-0.146204145","-0.168913264","-0.05855549","-0.076823790","-0.137991882"," 0.210413082","-0.088993444"," 0.259815201"," 0.2660804086"," 0.266624617"," 0.076844176","-0.0342312270","-0.102243769"," 0.11724683"," 0.249931993"," 0.3096308097"," 0.201312013"," 0.292369355","-0.0259002674"," 0.298660864"," 0.1111047497"," 0.371463248"," 0.236697847"," 0.328247666"," 0.371204516"," 0.323078945"
"37","ISO_2023"," 0.248254304"," 0.28857484"," 0.29781504"," 0.270999870"," 0.194544269"," 0.278658889"," 0.0956149806"," 4.366050e-01"," 0.318430021"," 0.358323635"," 0.3444189769"," 0.2875620100"," 0.363401676"," 0.1935874411"," 0.190436691","-0.258904847"," 0.1986360644"," 0.0654882755"," 0.0506316445"," 0.059743282"," 0.178656493"," 0.322879138"," 0.224451594"," 0.286033743"," 0.30938350"," 0.326982505"," 0.29634924"," 0.174054703","-0.243312309","-0.152845204"," 0.1805689553"," 0.1574902003"," 0.008632437"," 0.140214355"," 0.2764221803"," 0.2463358270"," 0.363616965"," 0.022299894","-2.293574e-01","-0.0948319065","-0.1957995317"," 0.23474793"," 3.923156e-02"," 0.390041605"," 0.0299188660","-0.121251521"," 0.298213438"," 2.365098e-01"," 0.279829008"," 0.33851952"," 0.243898684","-0.0656643471","-0.0222101409"," 0.2393384902","-0.0299326892"," 0.220829451","-0.061936705","-0.0110241467"," 0.139138367"," 1.646737e-02","-0.1957315346","-0.222485047","-0.252114482","-0.241276870","-0.142409726"," 0.21685696","-0.188803637"," 0.041672041"," 0.180608645"," 0.157534584"," 0.142091342"," 0.2785481807"," 0.364405412"," 0.025758821","-0.0939736887","-0.193243843"," 0.23428433"," 0.391681594"," 0.2815582912"," 0.087611600"," 0.329024812","-0.0771668174"," 0.374062466"," 0.2160696095"," 0.431093096"," 0.401331784"," 0.408772773"," 0.340821286"," 0.410833959"
"38","BABIP_2023"," 0.054803515"," 0.07391440"," 0.07235800"," 0.088053106"," 0.096900705"," 0.085188955"," 0.0798972956"," 2.482519e-02"," 0.071163486"," 0.046621229"," 0.0566692994"," 0.0465985386"," 0.056701245"," 0.0420675508"," 0.021039629","-0.085367413"," 0.0258201839"," 0.0864636622"," 0.0901880862"," 0.163750642"," 0.093329993"," 0.044420267"," 0.088178995","-0.015761570"," 0.07101526"," 0.070102811"," 0.07091895"," 0.110044404","-0.066814393","-0.027478415"," 0.0040001932","-0.0320605357"," 0.021252136"," 0.145837899"," 0.1085485281"," 0.1288059080"," 0.049236917"," 0.186632584"," 3.244534e-02"," 0.0089600126"," 0.0548640310","-0.05699402","-1.031764e-01"," 0.020003034"," 0.0786994506","-0.021288666","-0.021356013"," 1.328330e-01"," 0.055555098"," 0.07731014"," 0.041686862"," 0.0776092942"," 0.1531772388"," 0.1227318085"," 0.0298786211"," 0.055158295"," 0.003575729","-0.0520641665"," 0.015508564","-2.329382e-02","-0.0699875414"," 0.074194877"," 0.009135107"," 0.028042714","-0.004472735","-0.02095227","-0.010848046","-0.032877750"," 0.003998455","-0.032033968"," 0.146912524"," 0.1097550424"," 0.049634357"," 0.189355044"," 0.0096485877"," 0.059460146","-0.06028516"," 0.019545028"," 0.0976827696"," 0.113285214"," 0.087319679"," 0.0960856523"," 0.113427661","-0.0984141775"," 0.051367346"," 0.030139057"," 0.086055251"," 0.082760173"," 0.140347683"
"39","GB_FB_2023","-0.073233223","-0.07493925","-0.08039546","-0.042104523"," 0.017424024","-0.078244642"," 0.0102994606","-1.949960e-01","-0.083711561","-0.137926302","-0.1111142449","-0.1091733153","-0.140654345","-0.0846078095","-0.079535927"," 0.101459401","-0.0009291281"," 0.0465227954"," 0.0700274368"," 0.082922317"," 0.068252557","-0.180832426","-0.042634117","-0.240499928","-0.09449724","-0.099406904","-0.09078840"," 0.042235196"," 0.122126706"," 0.100211108","-0.1216435499","-0.1259960892"," 0.002647170","-0.002051325","-0.0963292272","-0.0693110824","-0.195883183"," 0.110786031"," 3.949305e-01","-0.0081893046"," 0.4482862522","-0.42485462","-9.267090e-02","-0.115751404","-0.0345082415"," 0.080833689","-0.206798431","-6.538303e-02","-0.061690984","-0.08588370","-0.045607151"," 0.0466043035"," 0.1416914006","-0.0748503317"," 0.0262901555","-0.064554510"," 0.001613004"," 0.0200166744","-0.135425418","-4.140149e-02"," 0.0558121372"," 0.153604819"," 0.119995907"," 0.094937084"," 0.072993517","-0.10811257"," 0.099215294","-0.015746347","-0.122397298","-0.126074617","-0.005472530","-0.0988150726","-0.196758970"," 0.105182394","-0.0099142012"," 0.445638753","-0.42201347","-0.117596406","-0.0653462311"," 0.076308816","-0.087988869"," 0.0502944584","-0.060084173","-0.4991213498","-0.148105956","-0.157896522","-0.066360005","-0.073167629","-0.054730692"
"40","LD_pct_2023"," 0.024777400"," 0.03643216"," 0.03435633"," 0.040414391"," 0.063234494"," 0.023459166"," 0.0244143902","-3.231841e-02"," 0.010435256"," 0.005403633"," 0.0184418236","-0.0012066814","-0.014162624"," 0.0038224575"," 0.018190729","-0.046562706"," 0.0506060493","-0.0339395560","-0.0005958121"," 0.036153864"," 0.047830678"," 0.033557706"," 0.091102383","-0.045752310"," 0.03535356"," 0.030480446"," 0.03788937","-0.020639647","-0.092744343","-0.097948766"," 0.0324215782","-0.0680282494"," 0.097412214"," 0.040089797"," 0.0036051084"," 0.0167084065","-0.018906074"," 0.009242430","-3.678556e-02"," 0.1389843909","-0.0469632811","-0.02456362","-1.040028e-01","-0.055351668","-0.0855976115","-0.009105195","-0.053942710"," 1.935305e-02","-0.024782835"," 0.01639000","-0.028079374","-0.0265660184","-0.0295105710"," 0.0124232061","-0.0660134972","-0.027401918"," 0.032188663","-0.0257816546"," 0.015524647"," 3.279000e-03"," 0.1104666294"," 0.068518232"," 0.108549370"," 0.048711773","-0.058002304","-0.08842001"," 0.007963613","-0.085351412"," 0.032581232","-0.068001625"," 0.040331682"," 0.0035019459","-0.019007913"," 0.010016296"," 0.1389388291","-0.047003317","-0.02640386","-0.056217818"," 0.0446712614"," 0.076182064"," 0.017596850"," 0.0165903306","-0.033710578"," 0.0391261195","-0.038706194","-0.079475751","-0.082407562"," 0.015569309","-0.034779561"
"41","GB_pct_2023","-0.040520278","-0.04250288","-0.04966811","-0.009594743"," 0.045531203","-0.044783125"," 0.0112109949","-1.566610e-01","-0.052729542","-0.103387493","-0.0987988257","-0.0984823469","-0.110456767","-0.0761536220","-0.063105605"," 0.112866607"," 0.0297225803"," 0.0664655003"," 0.0760121735"," 0.081986628"," 0.107537615","-0.153472722","-0.027648077","-0.193420622","-0.06830533","-0.076328546","-0.06300827"," 0.089919782"," 0.146673774"," 0.131392465","-0.1533886206","-0.1428301458","-0.028051851","-0.017257641","-0.0821718530","-0.0645949868","-0.174584214"," 0.085894076"," 3.926646e-01","-0.0654128643"," 0.4825744499","-0.42902465","-2.077156e-02","-0.063498847","-0.0019397060"," 0.088681718","-0.225769834","-6.298118e-02","-0.046949943","-0.05656839","-0.025165893"," 0.0537466979"," 0.1356900341","-0.0730723601"," 0.0439049819","-0.053433263","-0.013013742"," 0.0552982008","-0.099909963","-5.744438e-03"," 0.0218602609"," 0.150765082"," 0.091180000"," 0.053947526"," 0.100262070","-0.07310110"," 0.064029150","-0.013710089","-0.154270828","-0.142905554","-0.020474018","-0.0843228587","-0.175353772"," 0.080649681","-0.0669223478"," 0.481063581","-0.42709669","-0.064645769","-0.0663224550"," 0.072981273","-0.074173200"," 0.0459518850","-0.041382324","-0.5352649254","-0.109415638","-0.132480875","-0.002458447","-0.031252582","-0.032870530"
"42","FB_pct_2023"," 0.024163577"," 0.01905206"," 0.02722769","-0.015139560","-0.082193867"," 0.029096366","-0.0256070376"," 1.709243e-01"," 0.044645586"," 0.096640175"," 0.0843117698"," 0.0958836636"," 0.115280460"," 0.0712061732"," 0.049987563","-0.080946847","-0.0593009638","-0.0437291308","-0.0730997489","-0.101041834","-0.132786991"," 0.127996912","-0.028349554"," 0.214524394"," 0.04463042"," 0.055326899"," 0.03798025","-0.074371970","-0.085680523","-0.067752072"," 0.1285865880"," 0.1790954785","-0.031779028","-0.007562200"," 0.0772373823"," 0.0523264922"," 0.180125352","-0.088567732","-3.571046e-01","-0.0207969045","-0.4378247574"," 0.42931649"," 8.290793e-02"," 0.094832526"," 0.0536034132","-0.080181928"," 0.250715638"," 4.916351e-02"," 0.060378888"," 0.04476755"," 0.041325025","-0.0358863927","-0.1132679015"," 0.0631043238","-0.0025455984"," 0.068223059","-0.006886683","-0.0378312716"," 0.087135709"," 3.573596e-03","-0.0878977197","-0.187054606","-0.153698222","-0.081553246","-0.061808534"," 0.12406726","-0.066668147"," 0.064838700"," 0.129342301"," 0.179152232","-0.004600549"," 0.0793783582"," 0.180930510","-0.083968104","-0.0193107738","-0.436340651"," 0.42856524"," 0.096463684"," 0.0371111822","-0.116508799"," 0.061076738","-0.0544256341"," 0.060427725"," 0.4934556860"," 0.129148243"," 0.176085116"," 0.052227218"," 0.020810908"," 0.052834009"
"43","IFFB_pct_2023","-0.079395286","-0.09082394","-0.08990506","-0.098060162","-0.107629908","-0.079282821","-0.0630462029","-5.062735e-02","-0.079156611","-0.058281733","-0.0805415164","-0.0507109099","-0.100138075"," 0.0155020403","-0.034797529","-0.036297080","-0.0551164906","-0.0575999437","-0.0297311893","-0.036188710","-0.104843734","-0.039726332","-0.106884129"," 0.094841982","-0.08897844","-0.087701894","-0.08893570","-0.052984711","-0.001934946"," 0.034191421"," 0.0401395873"," 0.0008931914"," 0.029155657","-0.001553000","-0.0141472624","-0.0106195234"," 0.003485227","-0.042602850","-1.449042e-01"," 0.0044623579","-0.1599425472"," 0.15082516"," 5.483881e-02","-0.079773488","-0.0099252762"," 0.081825841"," 0.012349502","-5.984819e-03","-0.042456941","-0.08550606","-0.043006168","-0.0120971805","-0.1044176868","-0.0010396619","-0.0306966584","-0.007641918"," 0.057147014","-0.0338177266","-0.131061580","-9.917533e-02"," 0.1086818055","-0.012641850"," 0.046549095","-0.045376984","-0.052337580","-0.05452284"," 0.106619354"," 0.048092121"," 0.039222734"," 0.000859314","-0.004364258","-0.0159902406"," 0.002993406","-0.046999751"," 0.0025564041","-0.164969717"," 0.15519641","-0.080310426","-0.0283856047","-0.047705664","-0.053374244"," 0.0081187991","-0.064326679"," 0.1648430057","-0.084885869","-0.005367158","-0.057667292","-0.091018194","-0.035968802"
"44","HR_FB_2023"," 0.148713201"," 0.19326316"," 0.20158229"," 0.179130007"," 0.114043727"," 0.182688973"," 0.0417774004"," 3.433639e-01"," 0.213427663"," 0.252592311"," 0.2628960756"," 0.2248559581"," 0.306398952"," 0.1141541725"," 0.088511758","-0.243630764"," 0.1420503861"," 0.0252337768"," 0.0126470760"," 0.019988280"," 0.111433429"," 0.186797311"," 0.128942223"," 0.150528694"," 0.21374253"," 0.233334614"," 0.20039115"," 0.100309640","-0.243458541","-0.160610541"," 0.1914428687"," 0.2335312581","-0.040217485"," 0.108238260"," 0.2155999849"," 0.1917420758"," 0.301380118"," 0.043438079","-1.114840e-01","-0.0965069868","-0.0751387043"," 0.12012451"," 3.759869e-02"," 0.392921505"," 0.0138969906","-0.113705408"," 0.356906544"," 1.856087e-01"," 0.230237968"," 0.24534886"," 0.176404750","-0.0849707020","-0.0501395568"," 0.1888566025","-0.0312950541"," 0.156947907","-0.089884516","-0.0089935532"," 0.103579827","-7.015889e-04","-0.2569305281","-0.275530204","-0.318937650","-0.247399450","-0.129951110"," 0.27039066","-0.161641666"," 0.125117818"," 0.191210316"," 0.233579949"," 0.109597465"," 0.2172627730"," 0.301982374"," 0.046387266","-0.0955724439","-0.072214604"," 0.12034536"," 0.394408995"," 0.2392832964"," 0.039845894"," 0.287183487","-0.1064532116"," 0.377887612"," 0.1073315093"," 0.357754423"," 0.391637599"," 0.391176101"," 0.251435486"," 0.415582493"
"45","IFH_pct_2023","-0.049503834","-0.05783109","-0.05962716","-0.058416826","-0.048411794","-0.053803352","-0.0242364426","-7.844444e-02","-0.040130061","-0.076050757","-0.0673879561","-0.0242598774","-0.042522757","-0.0077159349","-0.057619557","-0.005742048","-0.0585577549"," 0.1199975444"," 0.1235635127","-0.003747974","-0.050004778","-0.066941417","-0.062661937","-0.050096061","-0.06257391","-0.066653172","-0.05963375"," 0.055409588"," 0.042924169"," 0.075992031"," 0.0180702162"," 0.0091914025","-0.006180299"," 0.022251120","-0.0330084387","-0.0156487246","-0.045679835"," 0.026034622","-5.622618e-02","-0.0846824087","-0.0160903980"," 0.05772450","-2.532497e-02","-0.073962398"," 0.1256591107"," 0.034774044"," 0.004124022","-5.824544e-03","-0.057576199","-0.06839243","-0.029420558"," 0.1130792648"," 0.1694780932","-0.0069312985"," 0.1006667433","-0.053067130","-0.033791181","-0.0461115112","-0.057441750","-6.119638e-02","-0.0571679140","-0.037045207","-0.053570355","-0.001690486","-0.025844410"," 0.02298452"," 0.035640777"," 0.059537051"," 0.018239396"," 0.009249397"," 0.024059439","-0.0316826103","-0.045138698"," 0.029365126","-0.0836985382","-0.012290344"," 0.05339984","-0.072389224","-0.0232896241","-0.038652493","-0.037142991"," 0.0893210988","-0.031191222"," 0.0009926012","-0.059618165","-0.033424675","-0.017037496","-0.060033434"," 0.012942481"
"46","BUH_pct_2023"," 0.043858702"," 0.03903921"," 0.03838719"," 0.042528985"," 0.068440466"," 0.001113661"," 0.1611171607","-4.096130e-02"," 0.055061391","-0.024962539"," 0.0205024272"," 0.0141868869"," 0.003925240"," 0.0313193250","-0.023044175"," 0.124529959","-0.0667097508"," 0.1748582374"," 0.1562846267"," 0.006764691"," 0.068194347"," 0.006922505"," 0.050729158","-0.008922464"," 0.03009855"," 0.024885035"," 0.03288001"," 0.046791837"," 0.253847428"," 0.311646901"," 0.0117391448","-0.0550967193"," 0.026049238"," 0.015234160","-0.0642678221","-0.0403567661","-0.098293165"," 0.010806690"," 3.706335e-02"," 0.0039489742"," 0.0178737664","-0.01906850","-2.047342e-02","-0.077721978"," 0.0556217047"," 0.364723163","-0.063906520","-3.220041e-02","-0.024375446"," 0.01962935"," 0.060611448"," 0.1876206058"," 0.1780056610","-0.0322996540"," 0.1204492844"," 0.028457762"," 0.056420585"," 0.0174644706","-0.045812029","-2.947988e-03"," 0.0521248515"," 0.084363684"," 0.079023754"," 0.045625722","-0.018868638","-0.07230146"," 0.022889120","-0.053628880"," 0.011239881","-0.055087401"," 0.014107908","-0.0645494490","-0.098135068"," 0.009655672"," 0.0031151251"," 0.016218199","-0.02027371","-0.077722508","-0.0461584431","-0.002743658","-0.079490817"," 0.1895109627","-0.098898800","-0.0184020642","-0.037407329","-0.109950826","-0.077256282"," 0.007666282","-0.131602606"
